SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,DAYS,MEAN_DAYS,NB_INVOICES
2935_GE,2020-09-01,2020-09-30,2248.0,"306,65",29,77.51724137931035,35
2935_GE,2020-10-01,2020-10-31,2435.0,"331,42",30,81.16666666666667,35
2935_GE,2020-11-01,2020-11-30,2417.0,"329,04",29,83.34482758620689,35
2936_GE,2018-01-01,2018-01-31,3609.0,"462,62",30,120.3,35
2936_GE,2018-02-01,2018-02-28,3268.0,"419,84",27,121.03703703703704,35
2936_GE,2018-03-01,2018-03-31,3619.0,"464,00",30,120.63333333333334,35
2936_GE,2018-04-01,2018-04-30,3586.0,"460,02",29,123.65517241379311,35
2936_GE,2018-05-01,2018-05-31,3744.0,"480,13",30,124.8,35
2936_GE,2018-06-01,2018-06-30,3646.0,"468,93",29,125.72413793103448,35
2936_GE,2018-07-01,2018-07-31,3806.0,"488,64",30,126.86666666666666,35
2936_GE,2018-08-01,2018-08-31,3845.0,"493,67",30,128.16666666666666,35
2936_GE,2018-09-01,2018-09-30,3629.0,"468,76",29,125.13793103448276,35
2936_GE,2018-10-01,2018-10-31,3713.0,"478,82",30,123.76666666666667,35
2936_GE,2018-11-01,2018-11-30,3562.0,"459,78",29,122.82758620689656,35
2936_GE,2018-12-01,2018-12-31,3968.0,"511,08",30,132.26666666666668,35
2936_GE,2019-01-01,2019-01-31,4119.0,"504,87",30,137.3,35
2936_GE,2019-02-01,2019-02-28,3723.0,"457,66",27,137.88888888888889,35
2936_GE,2019-03-01,2019-03-31,4112.0,"506,17",30,137.06666666666666,35
2936_GE,2019-04-01,2019-04-30,4062.0,"498,33",29,140.06896551724137,35
2936_GE,2019-05-01,2019-05-31,4194.0,"514,11",30,139.8,35
2936_GE,2019-06-01,2019-06-30,4159.0,"510,49",29,143.41379310344828,35
2936_GE,2019-07-01,2019-07-31,4279.0,"525,30",30,142.63333333333333,35
2936_GE,2019-08-01,2019-08-31,4330.0,"530,93",30,144.33333333333334,35
2936_GE,2019-09-01,2019-09-30,4116.0,"504,85",29,141.93103448275863,35
2936_GE,2019-10-01,2019-10-31,4239.0,"519,35",30,141.3,35
2936_GE,2019-11-01,2019-11-30,4049.0,"496,75",29,139.6206896551724,35
2936_GE,2019-12-01,2019-12-31,4179.0,"512,25",30,139.3,35
2936_GE,2020-01-01,2020-01-31,4167.0,"627,67",30,138.9,35
2936_GE,2020-02-01,2020-02-29,3912.0,"589,94",28,139.71428571428572,35
2936_GE,2020-03-01,2020-03-31,4336.0,"652,36",30,144.53333333333333,35
2936_GE,2020-04-01,2020-04-30,4545.0,"679,53",29,156.72413793103448,35
2936_GE,2020-05-01,2020-05-31,4657.0,"697,13",30,155.23333333333332,35
2936_GE,2020-06-01,2020-06-30,4512.0,"675,78",29,155.58620689655172,35
2936_GE,2020-07-01,2020-07-31,4710.0,"704,14",30,157.0,35
2936_GE,2020-08-01,2020-08-31,4729.0,"706,99",30,157.63333333333333,35
2936_GE,2020-09-01,2020-09-30,4517.0,"676,60",29,155.75862068965517,35
2936_GE,2020-10-01,2020-10-31,4243.0,"607,56",30,141.43333333333334,35
2936_GE,2020-11-01,2020-11-30,3984.0,"546,03",29,137.3793103448276,35
2937_GE,2018-01-01,2018-01-31,2809.0,"314,03",30,93.63333333333334,35
2937_GE,2018-02-01,2018-02-28,2559.0,"286,79",27,94.77777777777777,35
2937_GE,2018-03-01,2018-03-31,2822.0,"315,38",30,94.06666666666666,35
2937_GE,2018-04-01,2018-04-30,2668.0,"299,30",29,92.0,35
2937_GE,2018-05-01,2018-05-31,2723.0,"305,40",30,90.76666666666667,35
2937_GE,2018-06-01,2018-06-30,2648.0,"297,04",29,91.3103448275862,35
2937_GE,2018-07-01,2018-07-31,2743.0,"307,18",30,91.43333333333334,35
2937_GE,2018-08-01,2018-08-31,2761.0,"308,85",30,92.03333333333333,35
2937_GE,2018-09-01,2018-09-30,2599.0,"294,34",29,89.62068965517241,35
2937_GE,2018-10-01,2018-10-31,2671.0,"302,83",30,89.03333333333333,35
2937_GE,2018-11-01,2018-11-30,2976.0,"334,04",29,102.62068965517241,35
2937_GE,2018-12-01,2018-12-31,3541.0,"393,17",30,118.03333333333333,35
2937_GE,2019-01-01,2019-01-31,3771.0,"407,19",30,125.7,35
2937_GE,2019-02-01,2019-02-28,2986.0,"325,62",27,110.5925925925926,35
2937_GE,2019-03-01,2019-03-31,2842.0,"312,54",30,94.73333333333333,35
2937_GE,2019-04-01,2019-04-30,2579.0,"285,34",29,88.93103448275862,35
2937_GE,2019-05-01,2019-05-31,2659.0,"293,93",30,88.63333333333334,35
2937_GE,2019-06-01,2019-06-30,2649.0,"290,74",29,91.34482758620689,35
2937_GE,2019-07-01,2019-07-31,2698.0,"296,39",30,89.93333333333334,35
2937_GE,2019-08-01,2019-08-31,2695.0,"296,11",30,89.83333333333333,35
2937_GE,2019-09-01,2019-09-30,2543.0,"281,73",29,87.6896551724138,35
2937_GE,2019-10-01,2019-10-31,2700.0,"298,53",30,90.0,35
2937_GE,2019-11-01,2019-11-30,2719.0,"300,01",29,93.75862068965517,35
2937_GE,2019-12-01,2019-12-31,3203.0,"349,38",30,106.76666666666667,35
2937_GE,2020-01-01,2020-01-31,3397.0,"438,52",30,113.23333333333333,35
2937_GE,2020-02-01,2020-02-29,2800.0,"363,51",28,100.0,35
2937_GE,2020-03-01,2020-03-31,2799.0,"352,43",30,93.3,35
2937_GE,2020-04-01,2020-04-30,2379.0,"300,19",29,82.03448275862068,35
2937_GE,2020-05-01,2020-05-31,2410.0,"303,95",30,80.33333333333333,35
2937_GE,2020-06-01,2020-06-30,2335.0,"294,77",29,80.51724137931035,35
2937_GE,2020-07-01,2020-07-31,2444.0,"308,09",30,81.46666666666667,35
2937_GE,2020-08-01,2020-08-31,2442.0,"307,82",30,81.4,35
2937_GE,2020-09-01,2020-09-30,2319.0,"292,86",29,79.96551724137932,35
2937_GE,2020-10-01,2020-10-31,2400.0,"302,76",30,80.0,35
2937_GE,2020-11-01,2020-11-30,2286.0,"279,10",29,78.82758620689656,35
2938_GE,2018-01-01,2018-01-31,1250.0,"157,81",30,41.666666666666664,35
2938_GE,2018-02-01,2018-02-28,1225.0,"154,79",27,45.370370370370374,35
2938_GE,2018-03-01,2018-03-31,1304.0,"164,31",30,43.46666666666667,35
2938_GE,2018-04-01,2018-04-30,1293.0,"162,99",29,44.58620689655172,35
2938_GE,2018-05-01,2018-05-31,1376.0,"172,99",30,45.86666666666667,35
2938_GE,2018-06-01,2018-06-30,1344.0,"169,13",29,46.3448275862069,35
2938_GE,2018-07-01,2018-07-31,1419.0,"178,27",30,47.3,35
2938_GE,2018-08-01,2018-08-31,1442.0,"181,04",30,48.06666666666667,35
2938_GE,2018-09-01,2018-09-30,1317.0,"167,01",29,45.41379310344828,35
2938_GE,2018-10-01,2018-10-31,1309.0,"166,04",30,43.63333333333333,35
2938_GE,2018-11-01,2018-11-30,1244.0,"158,15",29,42.89655172413793,35
2938_GE,2018-12-01,2018-12-31,1248.0,"158,63",30,41.6,35
2938_GE,2019-01-01,2019-01-31,1297.0,"180,59",30,43.233333333333334,35
2938_GE,2019-02-01,2019-02-28,1136.0,"159,08",27,42.074074074074076,35
2938_GE,2019-03-01,2019-03-31,1268.0,"176,71",30,42.266666666666666,35
2938_GE,2019-04-01,2019-04-30,1262.0,"175,91",29,43.51724137931034,35
2938_GE,2019-05-01,2019-05-31,1322.0,"183,93",30,44.06666666666667,35
2938_GE,2019-06-01,2019-06-30,1396.0,"193,82",29,48.13793103448276,35
2938_GE,2019-07-01,2019-07-31,1402.0,"194,62",30,46.733333333333334,35
2938_GE,2019-08-01,2019-08-31,1424.0,"197,56",30,47.46666666666667,35
2938_GE,2019-09-01,2019-09-30,1641.0,"226,55",29,56.58620689655172,35
2938_GE,2019-10-01,2019-10-31,1851.0,"254,61",30,61.7,35
2938_GE,2019-11-01,2019-11-30,1831.0,"251,94",29,63.13793103448276,35
2938_GE,2019-12-01,2019-12-31,1881.0,"258,62",30,62.7,35
2938_GE,2020-01-01,2020-01-31,1881.0,"257,35",30,62.7,35
2938_GE,2020-02-01,2020-02-29,1756.0,"240,79",28,62.714285714285715,35
2938_GE,2020-03-01,2020-03-31,1881.0,"257,35",30,62.7,35
2938_GE,2020-04-01,2020-04-30,1846.0,"252,72",29,63.6551724137931,35
2938_GE,2020-05-01,2020-05-31,1918.0,"262,26",30,63.93333333333333,35
2938_GE,2020-06-01,2020-06-30,1868.0,"255,63",29,64.41379310344827,35
2938_GE,2020-07-01,2020-07-31,1954.0,"267,02",30,65.13333333333334,35
2938_GE,2020-08-01,2020-08-31,1949.0,"266,36",30,64.96666666666667,35
2938_GE,2020-09-01,2020-09-30,1852.0,"253,51",29,63.86206896551724,35
2938_GE,2020-10-01,2020-10-31,1885.0,"257,88",30,62.833333333333336,35
2938_GE,2020-11-01,2020-11-30,1769.0,"234,35",29,61.0,35
2941_GE,2018-01-01,2018-01-31,5684.0,"632,33",30,189.46666666666667,35
2941_GE,2018-02-01,2018-02-28,5175.0,"577,78",27,191.66666666666666,35
2941_GE,2018-03-01,2018-03-31,5674.0,"630,68",30,189.13333333333333,35
2941_GE,2018-04-01,2018-04-30,5450.0,"604,32",29,187.93103448275863,35
2941_GE,2018-05-01,2018-05-31,5819.0,"642,62",30,193.96666666666667,35
2941_GE,2018-06-01,2018-06-30,6107.0,"675,01",29,210.58620689655172,35
2941_GE,2018-07-01,2018-07-31,6341.0,"701,71",30,211.36666666666667,35
2941_GE,2018-08-01,2018-08-31,6158.0,"678,28",30,205.26666666666668,35
2941_GE,2018-09-01,2018-09-30,5762.0,"641,07",29,198.68965517241378,35
2941_GE,2018-10-01,2018-10-31,6043.0,"672,45",30,201.43333333333334,35
2941_GE,2018-11-01,2018-11-30,5832.0,"651,09",29,201.10344827586206,35
2941_GE,2018-12-01,2018-12-31,5983.0,"669,52",30,199.43333333333334,35
2941_GE,2019-01-01,2019-01-31,5991.0,"654,87",30,199.7,35
2941_GE,2019-02-01,2019-02-28,5392.0,"590,81",27,199.7037037037037,35
2941_GE,2019-03-01,2019-03-31,5956.0,"649,01",30,198.53333333333333,35
2941_GE,2019-04-01,2019-04-30,5896.0,"640,88",29,203.31034482758622,35
2941_GE,2019-05-01,2019-05-31,6243.0,"677,35",30,208.1,35
2941_GE,2019-06-01,2019-06-30,6361.0,"688,75",29,219.3448275862069,35
2941_GE,2019-07-01,2019-07-31,6482.0,"700,84",30,216.06666666666666,35
2941_GE,2019-08-01,2019-08-31,6731.0,"726,70",30,224.36666666666667,35
2941_GE,2019-09-01,2019-09-30,6137.0,"664,73",29,211.6206896551724,35
2941_GE,2019-10-01,2019-10-31,6257.0,"678,49",30,208.56666666666666,35
2941_GE,2019-11-01,2019-11-30,6135.0,"666,89",29,211.55172413793105,35
2941_GE,2019-12-01,2019-12-31,6255.0,"681,07",30,208.5,35
2941_GE,2020-01-01,2020-01-31,6256.0,"809,66",30,208.53333333333333,35
2941_GE,2020-02-01,2020-02-29,5794.0,"748,52",28,206.92857142857142,35
2941_GE,2020-03-01,2020-03-31,6086.0,"770,71",30,202.86666666666667,35
2941_GE,2020-04-01,2020-04-30,6081.0,"769,85",29,209.68965517241378,35
2941_GE,2020-05-01,2020-05-31,6529.0,"823,79",30,217.63333333333333,35
2941_GE,2020-06-01,2020-06-30,6470.0,"818,29",29,223.10344827586206,35
2941_GE,2020-07-01,2020-07-31,6723.0,"851,65",30,224.1,35
2941_GE,2020-08-01,2020-08-31,6823.0,"863,66",30,227.43333333333334,35
2941_GE,2020-09-01,2020-09-30,6667.0,"843,87",29,229.89655172413794,35
2941_GE,2020-10-01,2020-10-31,8693.0,"1 089,58",30,289.76666666666665,35
2941_GE,2020-11-01,2020-11-30,8555.0,"1 071,61",29,295.0,35
2942_GE,2017-12-19,2018-12-20,12038.0,"2 003,62",366,32.89071038251366,2
2942_GE,2018-12-21,2020-01-07,15422.0,"2 550,77",382,40.3717277486911,2
2945_GE,2018-01-01,2018-01-31,2252.0,"247,29",30,75.06666666666666,35
2945_GE,2018-02-01,2018-02-28,2003.0,"220,88",27,74.18518518518519,35
2945_GE,2018-03-01,2018-03-31,2227.0,"244,60",30,74.23333333333333,35
2945_GE,2018-04-01,2018-04-30,2230.0,"244,49",29,76.89655172413794,35
2945_GE,2018-05-01,2018-05-31,2381.0,"260,21",30,79.36666666666666,35
2945_GE,2018-06-01,2018-06-30,2338.0,"261,44",29,80.62068965517241,35
2945_GE,2018-07-01,2018-07-31,2418.0,"264,06",30,80.6,35
2945_GE,2018-08-01,2018-08-31,2472.0,"269,61",30,82.4,35
2945_GE,2018-09-01,2018-09-30,2304.0,"253,87",29,79.44827586206897,35
2945_GE,2018-10-01,2018-10-31,2312.0,"254,94",30,77.06666666666666,35
2945_GE,2018-11-01,2018-11-30,2198.0,"242,92",29,75.79310344827586,35
2945_GE,2018-12-01,2018-12-31,2220.0,"245,43",30,74.0,35
2945_GE,2019-01-01,2019-01-31,2229.0,"240,53",30,74.3,35
2945_GE,2019-02-01,2019-02-28,2038.0,"220,46",27,75.48148148148148,35
2945_GE,2019-03-01,2019-03-31,2288.0,"246,31",30,76.26666666666667,35
2945_GE,2019-04-01,2019-04-30,2239.0,"241,08",29,77.20689655172414,35
2945_GE,2019-05-01,2019-05-31,1948.0,"210,41",30,64.93333333333334,35
2945_GE,2019-06-01,2019-06-30,2410.0,"258,08",29,83.10344827586206,35
2945_GE,2019-07-01,2019-07-31,2340.0,"251,11",30,78.0,35
2945_GE,2019-08-01,2019-08-31,2361.0,"253,20",30,78.7,35
2945_GE,2019-09-01,2019-09-30,2230.0,"239,78",29,76.89655172413794,35
2945_GE,2019-10-01,2019-10-31,2282.0,"245,30",30,76.06666666666666,35
2945_GE,2019-11-01,2019-11-30,2178.0,"234,56",29,75.10344827586206,35
2945_GE,2019-12-01,2019-12-31,2232.0,"240,25",30,74.4,35
2945_GE,2020-01-01,2020-01-31,2222.0,"284,73",30,74.06666666666666,35
2945_GE,2020-02-01,2020-02-29,2078.0,"266,73",28,74.21428571428571,35
2945_GE,2020-03-01,2020-03-31,2171.0,"276,76",30,72.36666666666666,35
2945_GE,2020-04-01,2020-04-30,2155.0,"274,62",29,74.3103448275862,35
2945_GE,2020-05-01,2020-05-31,2285.0,"290,61",30,76.16666666666667,35
2945_GE,2020-06-01,2020-06-30,2591.0,"327,85",29,89.34482758620689,35
2945_GE,2020-07-01,2020-07-31,2841.0,"358,42",30,94.7,35
2945_GE,2020-08-01,2020-08-31,2921.0,"368,09",30,97.36666666666666,35
2945_GE,2020-09-01,2020-09-30,2821.0,"355,57",29,97.27586206896552,35
2945_GE,2020-10-01,2020-10-31,2824.0,"356,23",30,94.13333333333334,35
2945_GE,2020-11-01,2020-11-30,2676.0,"338,14",29,92.27586206896552,35
2946_GE,2018-01-01,2018-01-31,3007.0,"368,30",30,100.23333333333333,35
2946_GE,2018-02-01,2018-02-28,2917.0,"357,45",27,108.03703703703704,35
2946_GE,2018-03-01,2018-03-31,2922.0,"358,05",30,97.4,35
2946_GE,2018-04-01,2018-04-30,2409.0,"296,25",29,83.06896551724138,35
2946_GE,2018-05-01,2018-05-31,2536.0,"311,55",30,84.53333333333333,35
2946_GE,2018-06-01,2018-06-30,2476.0,"304,32",29,85.37931034482759,35
2946_GE,2018-07-01,2018-07-31,2574.0,"316,31",30,85.8,35
2946_GE,2018-08-01,2018-08-31,2607.0,"324,93",30,86.9,35
2946_GE,2018-09-01,2018-09-30,2432.0,"301,10",29,83.86206896551724,35
2946_GE,2018-10-01,2018-10-31,2472.0,"305,95",30,82.4,35
2946_GE,2018-11-01,2018-11-30,2382.0,"295,03",29,82.13793103448276,35
2946_GE,2018-12-01,2018-12-31,2447.0,"302,92",30,81.56666666666666,35
2946_GE,2019-01-01,2019-01-31,2465.0,"335,44",30,82.16666666666667,35
2946_GE,2019-02-01,2019-02-28,2342.0,"319,01",27,86.74074074074075,35
2946_GE,2019-03-01,2019-03-31,2453.0,"333,84",30,81.76666666666667,35
2946_GE,2019-04-01,2019-04-30,2379.0,"323,95",29,82.03448275862068,35
2946_GE,2019-05-01,2019-05-31,2482.0,"337,71",30,82.73333333333333,35
2946_GE,2019-06-01,2019-06-30,2521.0,"342,92",29,86.93103448275862,35
2946_GE,2019-07-01,2019-07-31,2552.0,"347,07",30,85.06666666666666,35
2946_GE,2019-08-01,2019-08-31,2582.0,"351,07",30,86.06666666666666,35
2946_GE,2019-09-01,2019-09-30,2430.0,"330,76",29,83.79310344827586,35
2946_GE,2019-10-01,2019-10-31,2498.0,"339,85",30,83.26666666666667,35
2946_GE,2019-11-01,2019-11-30,2443.0,"332,50",29,84.24137931034483,35
2946_GE,2019-12-01,2019-12-31,2450.0,"333,44",30,81.66666666666667,35
2946_GE,2020-01-01,2020-01-31,2429.0,"328,59",30,80.96666666666667,35
2946_GE,2020-02-01,2020-02-29,2275.0,"308,19",28,81.25,35
2946_GE,2020-03-01,2020-03-31,2438.0,"329,78",30,81.26666666666667,35
2946_GE,2020-04-01,2020-04-30,2379.0,"321,97",29,82.03448275862068,35
2946_GE,2020-05-01,2020-05-31,2464.0,"333,23",30,82.13333333333334,35
2946_GE,2020-06-01,2020-06-30,2465.0,"333,36",29,85.0,35
2946_GE,2020-07-01,2020-07-31,2572.0,"347,53",30,85.73333333333333,35
2946_GE,2020-08-01,2020-08-31,2622.0,"354,16",30,87.4,35
2946_GE,2020-09-01,2020-09-30,2724.0,"367,67",29,93.93103448275862,35
2946_GE,2020-10-01,2020-10-31,2465.0,"333,36",30,82.16666666666667,35
2946_GE,2020-11-01,2020-11-30,2376.0,"321,57",29,81.93103448275862,35
2948_GE,2018-01-01,2018-12-31,39542.0,"3 303,09",364,108.63186813186813,2
2948_GE,2019-01-01,2019-12-31,39462.0,"4 043,06",364,108.41208791208791,2
2949_GE,2018-01-01,2018-01-31,1971.0,"281,66",30,65.7,21
2949_GE,2018-02-01,2018-02-28,2013.0,"316,85",27,74.55555555555556,21
2949_GE,2018-03-01,2018-03-31,1926.0,"276,00",30,64.2,21
2949_GE,2018-04-01,2018-04-30,2408.0,"302,20",29,83.03448275862068,21
2949_GE,2018-05-01,2018-05-31,2099.0,"277,91",30,69.96666666666667,21
2949_GE,2018-06-01,2018-06-30,2227.0,"313,78",29,76.79310344827586,21
2949_GE,2018-07-01,2018-07-31,2287.0,"293,42",30,76.23333333333333,21
2949_GE,2018-08-01,2018-08-31,2314.0,"332,52",30,77.13333333333334,21
2949_GE,2018-09-01,2018-09-30,2215.0,"266,02",29,76.37931034482759,21
2949_GE,2018-10-01,2018-10-31,1988.0,"253,67",30,66.26666666666667,21
2949_GE,2018-11-01,2018-11-30,1866.0,"275,42",29,64.34482758620689,21
2949_GE,2018-12-01,2018-12-31,2049.0,"317,19",30,68.3,21
2949_GE,2019-01-01,2019-01-31,1824.0,"268,13",30,60.8,21
2949_GE,2019-02-01,2019-02-28,1754.0,"257,31",27,64.96296296296296,21
2949_GE,2019-03-01,2019-03-31,1710.0,"296,86",30,57.0,21
2949_GE,2019-04-01,2019-06-30,6686.0,"1 084,47",90,74.28888888888889,21
2949_GE,2019-07-01,2019-09-30,7512.0,"1 210,18",91,82.54945054945055,21
2949_GE,2019-10-01,2019-12-31,5840.0,"797,74",91,64.17582417582418,21
2949_GE,2020-01-01,2020-03-31,7459.0,"1 118,85",90,82.87777777777778,21
2949_GE,2020-04-01,2020-06-30,6587.0,"1 032,18",90,73.18888888888888,21
2949_GE,2020-07-01,2020-09-30,6864.0,"1 004,89",91,75.42857142857143,21
2950_GE,2018-01-01,2018-01-31,616.0,"93,71",30,20.533333333333335,35
2950_GE,2018-02-01,2018-02-28,633.0,"95,39",27,23.444444444444443,35
2950_GE,2018-03-01,2018-03-31,609.0,"93,12",30,20.3,35
2950_GE,2018-04-01,2018-04-30,508.0,"83,44",29,17.517241379310345,35
2950_GE,2018-05-01,2018-05-31,543.0,"86,80",30,18.1,35
2950_GE,2018-06-01,2018-06-30,531.0,"85,71",29,18.310344827586206,35
2950_GE,2018-07-01,2018-07-31,558.0,"88,32",30,18.6,35
2950_GE,2018-08-01,2018-08-31,556.0,"88,12",30,18.533333333333335,35
2950_GE,2018-09-01,2018-09-30,508.0,"83,88",29,17.517241379310345,35
2950_GE,2018-10-01,2018-10-31,517.0,"84,77",30,17.233333333333334,35
2950_GE,2018-11-01,2018-11-30,476.0,"80,89",29,16.413793103448278,35
2950_GE,2018-12-01,2018-12-31,497.0,"82,88",30,16.566666666666666,35
2950_GE,2019-01-01,2019-01-31,551.0,"95,52",30,18.366666666666667,35
2950_GE,2019-02-01,2019-02-28,452.0,"84,84",27,16.74074074074074,35
2950_GE,2019-03-01,2019-03-31,485.0,"88,33",30,16.166666666666668,35
2950_GE,2019-04-01,2019-04-30,472.0,"86,98",29,16.275862068965516,35
2950_GE,2019-05-01,2019-05-31,492.0,"89,11",30,16.4,35
2950_GE,2019-06-01,2019-06-30,503.0,"90,35",29,17.344827586206897,35
2950_GE,2019-07-01,2019-07-31,521.0,"92,26",30,17.366666666666667,35
2950_GE,2019-08-01,2019-08-31,529.0,"93,16",30,17.633333333333333,35
2950_GE,2019-09-01,2019-09-30,506.0,"90,69",29,17.448275862068964,35
2950_GE,2019-10-01,2019-10-31,518.0,"91,92",30,17.266666666666666,35
2950_GE,2019-11-01,2019-11-30,495.0,"89,45",29,17.06896551724138,35
2950_GE,2019-12-01,2019-12-31,531.0,"93,38",30,17.7,35
2950_GE,2020-01-01,2020-01-31,521.0,"91,99",30,17.366666666666667,35
2950_GE,2020-02-01,2020-02-29,485.0,"88,20",28,17.321428571428573,35
2950_GE,2020-03-01,2020-03-31,517.0,"91,56",30,17.233333333333334,35
2950_GE,2020-04-01,2020-04-30,498.0,"89,61",29,17.17241379310345,35
2950_GE,2020-05-01,2020-05-31,820.0,"123,07",30,27.333333333333332,35
2950_GE,2020-06-01,2020-06-30,911.0,"132,60",29,31.413793103448278,35
2950_GE,2020-07-01,2020-07-31,959.0,"137,58",30,31.966666666666665,35
2950_GE,2020-08-01,2020-08-31,968.0,"138,56",30,32.266666666666666,35
2950_GE,2020-09-01,2020-09-30,921.0,"133,69",29,31.75862068965517,35
2950_GE,2020-10-01,2020-10-31,940.0,"135,63",30,31.333333333333332,35
2950_GE,2020-11-01,2020-11-30,899.0,"93,56",29,31.0,35
2951_GE,2018-01-01,2018-01-31,5141.0,"655,61",30,171.36666666666667,35
2951_GE,2018-02-01,2018-02-28,4757.0,"607,58",27,176.1851851851852,35
2951_GE,2018-03-01,2018-03-31,5146.0,"656,67",30,171.53333333333333,35
2951_GE,2018-04-01,2018-04-30,4929.0,"629,94",29,169.9655172413793,35
2951_GE,2018-05-01,2018-05-31,5131.0,"656,41",30,171.03333333333333,35
2951_GE,2018-06-01,2018-06-30,4985.0,"696,40",29,171.89655172413794,35
2951_GE,2018-07-01,2018-07-31,5177.0,"662,70",30,172.56666666666666,35
2951_GE,2018-08-01,2018-08-31,5321.0,"731,68",30,177.36666666666667,35
2951_GE,2018-09-01,2018-09-30,5092.0,"656,34",29,175.58620689655172,35
2951_GE,2018-10-01,2018-10-31,5183.0,"686,77",30,172.76666666666668,35
2951_GE,2018-11-01,2018-11-30,4975.0,"640,20",29,171.55172413793105,35
2951_GE,2018-12-01,2018-12-31,5119.0,"658,19",30,170.63333333333333,35
2951_GE,2019-01-01,2019-01-31,5101.0,"641,51",30,170.03333333333333,35
2951_GE,2019-02-01,2019-02-28,4637.0,"569,18",27,171.74074074074073,35
2951_GE,2019-03-01,2019-03-31,5171.0,"633,57",30,172.36666666666667,35
2951_GE,2019-04-01,2019-04-30,4932.0,"605,01",29,170.06896551724137,35
2951_GE,2019-05-01,2019-05-31,5093.0,"623,50",30,169.76666666666668,35
2951_GE,2019-06-01,2019-06-30,5122.0,"628,83",29,176.6206896551724,35
2951_GE,2019-07-01,2019-07-31,5236.0,"641,99",30,174.53333333333333,35
2951_GE,2019-08-01,2019-08-31,5290.0,"648,98",30,176.33333333333334,35
2951_GE,2019-09-01,2019-09-30,4987.0,"611,54",29,171.9655172413793,35
2951_GE,2019-10-01,2019-10-31,5126.0,"644,52",30,170.86666666666667,35
2951_GE,2019-11-01,2019-11-30,4903.0,"617,90",29,169.06896551724137,35
2951_GE,2019-12-01,2019-12-31,5062.0,"628,00",30,168.73333333333332,35
2951_GE,2020-01-01,2020-01-31,5069.0,"768,83",30,168.96666666666667,35
2951_GE,2020-02-01,2020-02-29,4368.0,"662,80",28,156.0,35
2951_GE,2020-03-01,2020-03-31,4416.0,"669,14",30,147.2,35
2951_GE,2020-04-01,2020-04-30,4301.0,"649,67",29,148.31034482758622,35
2951_GE,2020-05-01,2020-05-31,4429.0,"668,64",30,147.63333333333333,35
2951_GE,2020-06-01,2020-06-30,4326.0,"651,83",29,149.17241379310346,35
2951_GE,2020-07-01,2020-07-31,4480.0,"673,69",30,149.33333333333334,35
2951_GE,2020-08-01,2020-08-31,4488.0,"674,37",30,149.6,35
2951_GE,2020-09-01,2020-09-30,4287.0,"646,31",29,147.82758620689654,35
2951_GE,2020-10-01,2020-10-31,4412.0,"665,57",30,147.06666666666666,35
2951_GE,2020-11-01,2020-11-30,4255.0,"588,10",29,146.72413793103448,35
2952_GE,2018-01-01,2018-01-31,1999.0,"264,57",30,66.63333333333334,35
2952_GE,2018-02-01,2018-02-28,1896.0,"252,30",27,70.22222222222223,35
2952_GE,2018-03-01,2018-03-31,1940.0,"252,55",30,64.66666666666667,35
2952_GE,2018-04-01,2018-04-30,1963.0,"255,23",29,67.6896551724138,35
2952_GE,2018-05-01,2018-05-31,2345.0,"299,75",30,78.16666666666667,35
2952_GE,2018-06-01,2018-06-30,2264.0,"290,31",29,78.06896551724138,35
2952_GE,2018-07-01,2018-07-31,2145.0,"276,59",30,71.5,35
2952_GE,2018-08-01,2018-08-31,2111.0,"272,63",30,70.36666666666666,35
2952_GE,2018-09-01,2018-09-30,1930.0,"187,65",29,66.55172413793103,35
2952_GE,2018-10-01,2018-10-31,2297.0,"296,13",30,76.56666666666666,35
2952_GE,2018-11-01,2018-11-30,1936.0,"253,74",29,66.75862068965517,35
2952_GE,2018-12-01,2018-12-31,2132.0,"276,75",30,71.06666666666666,35
2952_GE,2019-01-01,2019-01-31,2085.0,"289,44",30,69.5,35
2952_GE,2019-02-01,2019-02-28,1873.0,"262,77",27,69.37037037037037,35
2952_GE,2019-03-01,2019-03-31,1919.0,"268,56",30,63.96666666666667,35
2952_GE,2019-04-01,2019-04-30,2138.0,"296,11",29,73.72413793103448,35
2952_GE,2019-05-01,2019-05-31,2086.0,"289,57",30,69.53333333333333,35
2952_GE,2019-06-01,2019-06-30,2027.0,"282,14",29,69.89655172413794,35
2952_GE,2019-07-01,2019-07-31,2266.0,"312,21",30,75.53333333333333,35
2952_GE,2019-08-01,2019-08-31,2046.0,"284,53",30,68.2,35
2952_GE,2019-09-01,2019-09-30,2249.0,"310,07",29,77.55172413793103,35
2952_GE,2019-10-01,2019-10-31,2014.0,"280,51",30,67.13333333333334,35
2952_GE,2019-11-01,2019-11-30,2019.0,"281,14",29,69.62068965517241,35
2952_GE,2019-12-01,2019-12-31,2188.0,"302,40",30,72.93333333333334,35
2952_GE,2020-01-01,2020-01-31,1975.0,"284,35",30,65.83333333333333,35
2952_GE,2020-02-01,2020-02-29,2065.0,"297,67",28,73.75,35
2952_GE,2020-03-01,2020-03-31,2102.0,"302,51",30,70.06666666666666,35
2952_GE,2020-04-01,2020-04-30,2044.0,"294,92",29,70.48275862068965,35
2952_GE,2020-05-01,2020-05-31,1861.0,"270,90",30,62.03333333333333,35
