SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,DAYS,MEAN_DAYS,NB_INVOICES
4956_GE,2020-11-01,2020-11-30,838.0,"113,06",29,28.896551724137932,35
4957_GE,2018-01-01,2018-01-31,1602.0,"182,45",30,53.4,35
4957_GE,2018-02-01,2018-02-28,1455.0,"169,03",27,53.888888888888886,35
4957_GE,2018-03-01,2018-03-31,1604.0,"182,57",30,53.46666666666667,35
4957_GE,2018-04-01,2018-04-30,1577.0,"179,71",29,54.37931034482759,35
4957_GE,2018-05-01,2018-05-31,1655.0,"186,64",30,55.166666666666664,35
4957_GE,2018-06-01,2018-06-30,1617.0,"183,30",29,55.758620689655174,35
4957_GE,2018-07-01,2018-07-31,1690.0,"189,78",30,56.333333333333336,35
4957_GE,2018-08-01,2018-08-31,1724.0,"192,39",30,57.46666666666667,35
4957_GE,2018-09-01,2018-09-30,1631.0,"186,02",29,56.241379310344826,35
4957_GE,2018-10-01,2018-10-31,1534.0,"171,43",30,51.13333333333333,35
4957_GE,2018-11-01,2018-11-30,1751.0,"187,80",29,60.37931034482759,35
4957_GE,2018-12-01,2018-12-31,2370.0,"240,76",30,79.0,35
4957_GE,2019-01-01,2019-01-31,2383.0,"236,64",30,79.43333333333334,35
4957_GE,2019-02-01,2019-02-28,2153.0,"217,37",27,79.74074074074075,35
4957_GE,2019-03-01,2019-03-31,2384.0,"236,76",30,79.46666666666667,35
4957_GE,2019-04-01,2019-04-30,2311.0,"230,66",29,79.6896551724138,35
4957_GE,2019-05-01,2019-05-31,2391.0,"237,44",30,79.7,35
4957_GE,2019-06-01,2019-06-30,2353.0,"234,22",29,81.13793103448276,35
4957_GE,2019-07-01,2019-07-31,2429.0,"240,63",30,80.96666666666667,35
4957_GE,2019-08-01,2019-08-31,2444.0,"241,88",30,81.46666666666667,35
4957_GE,2019-09-01,2019-09-30,2335.0,"232,75",29,80.51724137931035,35
4957_GE,2019-10-01,2019-10-31,2410.0,"239,05",30,80.33333333333333,35
4957_GE,2019-11-01,2019-11-30,2339.0,"233,18",29,80.65517241379311,35
4957_GE,2019-12-01,2019-12-31,2475.0,"244,94",30,82.5,35
4957_GE,2020-01-01,2020-01-31,2477.0,"295,20",30,82.56666666666666,35
4957_GE,2020-02-01,2020-02-29,2326.0,"279,51",28,83.07142857142857,35
4957_GE,2020-03-01,2020-03-31,2505.0,"296,62",30,83.5,35
4957_GE,2020-04-01,2020-04-30,2444.0,"290,25",29,84.27586206896552,35
4957_GE,2020-05-01,2020-05-31,2521.0,"298,26",30,84.03333333333333,35
4957_GE,2020-06-01,2020-06-30,2450.0,"290,87",29,84.48275862068965,35
4957_GE,2020-07-01,2020-07-31,2543.0,"300,46",30,84.76666666666667,35
4957_GE,2020-08-01,2020-08-31,2549.0,"301,03",30,84.96666666666667,35
4957_GE,2020-09-01,2020-09-30,2441.0,"289,98",29,84.17241379310344,35
4957_GE,2020-10-01,2020-10-31,2416.0,"287,15",30,80.53333333333333,35
4957_GE,2020-11-01,2020-11-30,1997.0,"242,41",29,68.86206896551724,35
4958_GE,2018-01-01,2018-01-31,2329.0,"258,04",30,77.63333333333334,35
4958_GE,2018-02-01,2018-02-28,2134.0,"237,01",27,79.03703703703704,35
4958_GE,2018-03-01,2018-03-31,2338.0,"258,90",30,77.93333333333334,35
4958_GE,2018-04-01,2018-04-30,2305.0,"254,98",29,79.48275862068965,35
4958_GE,2018-05-01,2018-05-31,2409.0,"265,91",30,80.3,35
4958_GE,2018-06-01,2018-06-30,2348.0,"259,16",29,80.96551724137932,35
4958_GE,2018-07-01,2018-07-31,2447.0,"269,76",30,81.56666666666666,35
4958_GE,2018-08-01,2018-08-31,2475.0,"272,59",30,82.5,35
4958_GE,2018-09-01,2018-09-30,2734.0,"301,95",29,94.27586206896552,35
4958_GE,2018-10-01,2018-10-31,2892.0,"318,99",30,96.4,35
4958_GE,2018-11-01,2018-11-30,2777.0,"306,80",29,95.75862068965517,35
4958_GE,2018-12-01,2018-12-31,2872.0,"316,97",30,95.73333333333333,35
4958_GE,2019-01-01,2019-01-31,2899.0,"312,13",30,96.63333333333334,35
4958_GE,2019-02-01,2019-02-28,2595.0,"280,32",27,96.11111111111111,35
4958_GE,2019-03-01,2019-03-31,2852.0,"307,21",30,95.06666666666666,35
4958_GE,2019-04-01,2019-04-30,2776.0,"299,11",29,95.72413793103448,35
4958_GE,2019-05-01,2019-05-31,2885.0,"310,44",30,96.16666666666667,35
4958_GE,2019-06-01,2019-06-30,2607.0,"280,98",29,89.89655172413794,35
4958_GE,2019-07-01,2019-07-31,2645.0,"285,25",30,88.16666666666667,35
4958_GE,2019-08-01,2019-08-31,2656.0,"286,32",30,88.53333333333333,35
4958_GE,2019-09-01,2019-09-30,2528.0,"273,03",29,87.17241379310344,35
4958_GE,2019-10-01,2019-10-31,2609.0,"281,55",30,86.96666666666667,35
4958_GE,2019-11-01,2019-11-30,2502.0,"270,33",29,86.27586206896552,35
4958_GE,2019-12-01,2019-12-31,2568.0,"277,20",30,85.6,35
4958_GE,2020-01-01,2020-01-31,2570.0,"330,04",30,85.66666666666667,35
4958_GE,2020-02-01,2020-02-29,2453.0,"315,25",28,87.60714285714286,35
4958_GE,2020-03-01,2020-03-31,2722.0,"346,95",30,90.73333333333333,35
4958_GE,2020-04-01,2020-04-30,2644.0,"337,17",29,91.17241379310344,35
4958_GE,2020-05-01,2020-05-31,2741.0,"349,20",30,91.36666666666666,35
4958_GE,2020-06-01,2020-06-30,2689.0,"342,69",29,92.72413793103448,35
4958_GE,2020-07-01,2020-07-31,2837.0,"360,96",30,94.56666666666666,35
4958_GE,2020-08-01,2020-08-31,2894.0,"367,93",30,96.46666666666667,35
4958_GE,2020-09-01,2020-09-30,2770.0,"352,61",29,95.51724137931035,35
4958_GE,2020-10-01,2020-10-31,2831.0,"360,25",30,94.36666666666666,35
4958_GE,2020-11-01,2020-11-30,2724.0,"346,96",29,93.93103448275862,35
4959_GE,2018-01-01,2018-01-31,2107.0,"236,61",30,70.23333333333333,35
4959_GE,2018-02-01,2018-02-28,1931.0,"217,43",27,71.51851851851852,35
4959_GE,2018-03-01,2018-03-31,2122.0,"238,13",30,70.73333333333333,35
4959_GE,2018-04-01,2018-04-30,2095.0,"234,60",29,72.24137931034483,35
4959_GE,2018-05-01,2018-05-31,2208.0,"246,81",30,73.6,35
4959_GE,2018-06-01,2018-06-30,2166.0,"241,84",29,74.6896551724138,35
4959_GE,2018-07-01,2018-07-31,2254.0,"251,36",30,75.13333333333334,35
4959_GE,2018-08-01,2018-08-31,2248.0,"251,29",30,74.93333333333334,35
4959_GE,2018-09-01,2018-09-30,2091.0,"236,78",29,72.10344827586206,35
4959_GE,2018-10-01,2018-10-31,2141.0,"242,53",30,71.36666666666666,35
4959_GE,2018-11-01,2018-11-30,2052.0,"232,97",29,70.75862068965517,35
4959_GE,2018-12-01,2018-12-31,2105.0,"238,82",30,70.16666666666667,35
4959_GE,2019-01-01,2019-01-31,2104.0,"233,21",30,70.13333333333334,35
4959_GE,2019-02-01,2019-02-28,1904.0,"211,81",27,70.51851851851852,35
4959_GE,2019-03-01,2019-03-31,2520.0,"269,60",30,84.0,35
4959_GE,2019-04-01,2019-04-30,2498.0,"263,50",29,86.13793103448276,35
4959_GE,2019-05-01,2019-05-31,2387.0,"251,70",30,79.56666666666666,35
4959_GE,2019-06-01,2019-06-30,2503.0,"263,51",29,86.3103448275862,35
4959_GE,2019-07-01,2019-07-31,2689.0,"282,46",30,89.63333333333334,35
4959_GE,2019-08-01,2019-08-31,2633.0,"276,75",30,87.76666666666667,35
4959_GE,2019-09-01,2019-09-30,2473.0,"260,46",29,85.27586206896552,35
4959_GE,2019-10-01,2019-10-31,2594.0,"272,78",30,86.46666666666667,35
4959_GE,2019-11-01,2019-11-30,2454.0,"258,52",29,84.62068965517241,35
4959_GE,2019-12-01,2019-12-31,2556.0,"268,91",30,85.2,35
4959_GE,2020-01-01,2020-01-31,2558.0,"321,48",30,85.26666666666667,35
4959_GE,2020-02-01,2020-02-29,2402.0,"302,40",28,85.78571428571429,35
4959_GE,2020-03-01,2020-03-31,2617.0,"327,07",30,87.23333333333333,35
4959_GE,2020-04-01,2020-04-30,2663.0,"332,67",29,91.82758620689656,35
4959_GE,2020-05-01,2020-05-31,2750.0,"343,26",30,91.66666666666667,35
4959_GE,2020-06-01,2020-06-30,2676.0,"334,25",29,92.27586206896552,35
4959_GE,2020-07-01,2020-07-31,2852.0,"355,67",30,95.06666666666666,35
4959_GE,2020-08-01,2020-08-31,2917.0,"363,58",30,97.23333333333333,35
4959_GE,2020-09-01,2020-09-30,2753.0,"343,62",29,94.93103448275862,35
4959_GE,2020-10-01,2020-10-31,2850.0,"355,43",30,95.0,35
4959_GE,2020-11-01,2020-11-30,2729.0,"340,70",29,94.10344827586206,35
4960_GE,2018-01-01,2018-11-18,17493.0,"2 051,34",321,54.495327102803735,3
4960_GE,2018-11-19,2018-12-31,2380.0,"279,71",42,56.666666666666664,3
4960_GE,2019-01-01,2019-12-31,28778.0,"3 202,48",364,79.06043956043956,3
4961_GE,2018-01-01,2018-01-31,2337.0,"267,42",30,77.9,35
4961_GE,2018-02-01,2018-02-28,2145.0,"246,31",27,79.44444444444444,35
4961_GE,2018-03-01,2018-03-31,2350.0,"268,66",30,78.33333333333333,35
4961_GE,2018-04-01,2018-04-30,2313.0,"264,17",29,79.75862068965517,35
4961_GE,2018-05-01,2018-05-31,2440.0,"277,11",30,81.33333333333333,35
4961_GE,2018-06-01,2018-06-30,2377.0,"269,93",29,81.96551724137932,35
4961_GE,2018-07-01,2018-07-31,2483.0,"281,03",30,82.76666666666667,35
4961_GE,2018-08-01,2018-08-31,2520.0,"284,57",30,84.0,35
4961_GE,2018-09-01,2018-09-30,2323.0,"267,18",29,80.10344827586206,35
4961_GE,2018-10-01,2018-10-31,2358.0,"271,85",30,78.6,35
4961_GE,2018-11-01,2018-11-30,2266.0,"261,90",29,78.13793103448276,35
4961_GE,2018-12-01,2018-12-31,2324.0,"268,29",30,77.46666666666667,35
4961_GE,2019-01-01,2019-01-31,2319.0,"261,61",30,77.3,35
4961_GE,2019-02-01,2019-02-28,2097.0,"237,85",27,77.66666666666667,35
4961_GE,2019-03-01,2019-03-31,2323.0,"262,13",30,77.43333333333334,35
4961_GE,2019-04-01,2019-04-30,2266.0,"255,85",29,78.13793103448276,35
4961_GE,2019-05-01,2019-05-31,2347.0,"264,55",30,78.23333333333333,35
4961_GE,2019-06-01,2019-06-30,2411.0,"268,95",29,83.13793103448276,35
4961_GE,2019-07-01,2019-07-31,2451.0,"273,73",30,81.7,35
4961_GE,2019-08-01,2019-08-31,2457.0,"274,24",30,81.9,35
4961_GE,2019-09-01,2019-09-30,2268.0,"255,31",29,78.20689655172414,35
4961_GE,2019-10-01,2019-10-31,2376.0,"267,05",30,79.2,35
4961_GE,2019-11-01,2019-11-30,2286.0,"257,57",29,78.82758620689656,35
4961_GE,2019-12-01,2019-12-31,2365.0,"266,03",30,78.83333333333333,35
4961_GE,2020-01-01,2020-01-31,2372.0,"315,20",30,79.06666666666666,35
4961_GE,2020-02-01,2020-02-29,2188.0,"292,14",28,78.14285714285714,35
4961_GE,2020-03-01,2020-03-31,2340.0,"309,68",30,78.0,35
4961_GE,2020-04-01,2020-04-30,2274.0,"300,99",29,78.41379310344827,35
4961_GE,2020-05-01,2020-05-31,2355.0,"311,25",30,78.5,35
4961_GE,2020-06-01,2020-06-30,2358.0,"310,61",29,81.3103448275862,35
4961_GE,2020-07-01,2020-07-31,2474.0,"324,57",30,82.46666666666667,35
4961_GE,2020-08-01,2020-08-31,2148.0,"279,47",30,71.6,35
4961_GE,2020-09-01,2020-09-30,2038.0,"264,92",29,70.27586206896552,35
4961_GE,2020-10-01,2020-10-31,2091.0,"271,33",30,69.7,35
4961_GE,2020-11-01,2020-11-30,2003.0,"247,45",29,69.06896551724138,35
4963_GE,2018-01-01,2018-01-31,1440.0,"178,30",30,48.0,35
4963_GE,2018-02-01,2018-02-28,1359.0,"168,54",27,50.333333333333336,35
4963_GE,2018-03-01,2018-03-31,1476.0,"182,63",30,49.2,35
4963_GE,2018-04-01,2018-04-30,1425.0,"176,49",29,49.13793103448276,35
4963_GE,2018-05-01,2018-05-31,1510.0,"186,73",30,50.333333333333336,35
4963_GE,2018-06-01,2018-06-30,1474.0,"182,39",29,50.827586206896555,35
4963_GE,2018-07-01,2018-07-31,1554.0,"192,14",30,51.8,35
4963_GE,2018-08-01,2018-08-31,1576.0,"194,79",30,52.53333333333333,35
4963_GE,2018-09-01,2018-09-30,1459.0,"181,84",29,50.310344827586206,35
4963_GE,2018-10-01,2018-10-31,1458.0,"181,72",30,48.6,35
4963_GE,2018-11-01,2018-11-30,1390.0,"173,46",29,47.93103448275862,35
4963_GE,2018-12-01,2018-12-31,1424.0,"177,59",30,47.46666666666667,35
4963_GE,2019-01-01,2019-01-31,1470.0,"201,27",30,49.0,35
4963_GE,2019-02-01,2019-02-28,1288.0,"176,96",27,47.7037037037037,35
4963_GE,2019-03-01,2019-03-31,1437.0,"196,86",30,47.9,35
4963_GE,2019-04-01,2019-04-30,1394.0,"191,12",29,48.06896551724138,35
4963_GE,2019-05-01,2019-05-31,1447.0,"198,20",30,48.233333333333334,35
4963_GE,2019-06-01,2019-06-30,1509.0,"206,49",29,52.03448275862069,35
4963_GE,2019-07-01,2019-07-31,1536.0,"210,09",30,51.2,35
4963_GE,2019-08-01,2019-08-31,1487.0,"203,55",30,49.56666666666667,35
4963_GE,2019-09-01,2019-09-30,1533.0,"209,69",29,52.86206896551724,35
4963_GE,2019-10-01,2019-10-31,1789.0,"243,90",30,59.63333333333333,35
4963_GE,2019-11-01,2019-11-30,1718.0,"234,41",29,59.241379310344826,35
4963_GE,2019-12-01,2019-12-31,1742.0,"237,62",30,58.06666666666667,35
4963_GE,2020-01-01,2020-01-31,1751.0,"237,41",30,58.36666666666667,35
4963_GE,2020-02-01,2020-02-29,1629.0,"221,25",28,58.17857142857143,35
4963_GE,2020-03-01,2020-03-31,1725.0,"233,97",30,57.5,35
4963_GE,2020-04-01,2020-04-30,1681.0,"228,14",29,57.96551724137931,35
4963_GE,2020-05-01,2020-05-31,1721.0,"233,44",30,57.36666666666667,35
4963_GE,2020-06-01,2020-06-30,1706.0,"231,45",29,58.827586206896555,35
4963_GE,2020-07-01,2020-07-31,1779.0,"241,12",30,59.3,35
4963_GE,2020-08-01,2020-08-31,1806.0,"244,70",30,60.2,35
4963_GE,2020-09-01,2020-09-30,1690.0,"229,33",29,58.275862068965516,35
4963_GE,2020-10-01,2020-10-31,1712.0,"232,25",30,57.06666666666667,35
4963_GE,2020-11-01,2020-11-30,1633.0,"216,33",29,56.310344827586206,35
4964_GE,2018-01-01,2018-05-31,6096.0,"853,62",150,40.64,31
4964_GE,2018-06-01,2018-06-30,1271.0,"177,14",29,43.827586206896555,31
4964_GE,2018-07-01,2018-07-31,1354.0,"187,23",30,45.13333333333333,31
4964_GE,2018-08-01,2018-08-31,1423.0,"180,55",30,47.43333333333333,31
4964_GE,2018-09-01,2018-09-30,1523.0,"193,80",29,52.51724137931034,31
4964_GE,2018-10-01,2018-10-31,2101.0,"263,94",30,70.03333333333333,31
4964_GE,2018-11-01,2018-11-30,2143.0,"269,03",29,73.89655172413794,31
4964_GE,2018-12-01,2018-12-31,2476.0,"309,44",30,82.53333333333333,31
4964_GE,2019-01-01,2019-01-31,2485.0,"341,15",30,82.83333333333333,31
4964_GE,2019-02-01,2019-02-28,1947.0,"269,27",27,72.11111111111111,31
4964_GE,2019-03-01,2019-03-31,2128.0,"293,45",30,70.93333333333334,31
4964_GE,2019-04-01,2019-04-30,2041.0,"281,83",29,70.37931034482759,31
4964_GE,2019-05-01,2019-05-31,2148.0,"296,13",30,71.6,31
4964_GE,2019-06-01,2019-06-30,2196.0,"302,54",29,75.72413793103448,31
4964_GE,2019-07-01,2019-07-31,2255.0,"310,42",30,75.16666666666667,31
4964_GE,2019-08-01,2019-08-31,2276.0,"313,23",30,75.86666666666666,31
4964_GE,2019-09-01,2019-09-30,2149.0,"296,26",29,74.10344827586206,31
4964_GE,2019-10-01,2019-10-31,2217.0,"305,34",30,73.9,31
4964_GE,2019-11-01,2019-11-30,2145.0,"295,72",29,73.96551724137932,31
4964_GE,2019-12-01,2019-12-31,2380.0,"327,12",30,79.33333333333333,31
4964_GE,2020-01-01,2020-01-31,2446.0,"334,24",30,81.53333333333333,31
4964_GE,2020-02-01,2020-02-29,2145.0,"294,37",28,76.60714285714286,31
4964_GE,2020-03-01,2020-03-31,2273.0,"311,32",30,75.76666666666667,31
4964_GE,2020-04-01,2020-04-30,2169.0,"297,55",29,74.79310344827586,31
4964_GE,2020-05-01,2020-05-31,2242.0,"307,22",30,74.73333333333333,31
4964_GE,2020-06-01,2020-06-30,2177.0,"298,61",29,75.06896551724138,31
4964_GE,2020-07-01,2020-07-31,2269.0,"310,79",30,75.63333333333334,31
4964_GE,2020-08-01,2020-08-31,2275.0,"311,59",30,75.83333333333333,31
4964_GE,2020-09-01,2020-09-30,2152.0,"295,29",29,74.20689655172414,31
4964_GE,2020-10-01,2020-10-31,2236.0,"306,42",30,74.53333333333333,31
4964_GE,2020-11-01,2020-11-30,2305.0,"305,35",29,79.48275862068965,31
4965_GE,2018-01-01,2018-01-31,892.0,"113,47",30,29.733333333333334,35
4965_GE,2018-02-01,2018-02-28,858.0,"109,38",27,31.77777777777778,35
4965_GE,2018-03-01,2018-03-31,920.0,"116,85",30,30.666666666666668,35
4965_GE,2018-04-01,2018-04-30,865.0,"110,22",29,29.82758620689655,35
4965_GE,2018-05-01,2018-05-31,913.0,"116,00",30,30.433333333333334,35
4965_GE,2018-06-01,2018-06-30,898.0,"114,19",29,30.96551724137931,35
4965_GE,2018-07-01,2018-07-31,933.0,"118,48",30,31.1,35
4965_GE,2018-08-01,2018-08-31,956.0,"121,25",30,31.866666666666667,35
4965_GE,2018-09-01,2018-09-30,883.0,"113,14",29,30.448275862068964,35
4965_GE,2018-10-01,2018-10-31,894.0,"114,48",30,29.8,35
4965_GE,2018-11-01,2018-11-30,876.0,"112,29",29,30.20689655172414,35
4965_GE,2018-12-01,2018-12-31,916.0,"117,15",30,30.533333333333335,35
4965_GE,2019-01-01,2019-01-31,955.0,"133,68",30,31.833333333333332,35
4965_GE,2019-02-01,2019-02-28,820.0,"115,64",27,30.37037037037037,35
4965_GE,2019-03-01,2019-03-31,885.0,"124,33",30,29.5,35
4965_GE,2019-04-01,2019-04-30,862.0,"121,26",29,29.724137931034484,35
4965_GE,2019-05-01,2019-05-31,890.0,"125,00",30,29.666666666666668,35
4965_GE,2019-06-01,2019-06-30,933.0,"130,74",29,32.172413793103445,35
4965_GE,2019-07-01,2019-07-31,936.0,"131,14",30,31.2,35
4965_GE,2019-08-01,2019-08-31,965.0,"135,02",30,32.166666666666664,35
4965_GE,2019-09-01,2019-09-30,874.0,"122,86",29,30.137931034482758,35
4965_GE,2019-10-01,2019-10-31,893.0,"125,40",30,29.766666666666666,35
4965_GE,2019-11-01,2019-11-30,849.0,"119,52",29,29.275862068965516,35
4965_GE,2019-12-01,2019-12-31,893.0,"125,40",30,29.766666666666666,35
4965_GE,2020-01-01,2020-01-31,888.0,"124,45",30,29.6,35
4965_GE,2020-02-01,2020-02-29,767.0,"108,42",28,27.392857142857142,35
4965_GE,2020-03-01,2020-03-31,827.0,"116,37",30,27.566666666666666,35
4965_GE,2020-04-01,2020-04-30,859.0,"120,61",29,29.620689655172413,35
4965_GE,2020-05-01,2020-05-31,1286.0,"177,17",30,42.86666666666667,35
4965_GE,2020-06-01,2020-06-30,1272.0,"175,32",29,43.86206896551724,35
4965_GE,2020-07-01,2020-07-31,1334.0,"183,53",30,44.46666666666667,35
4965_GE,2020-08-01,2020-08-31,1345.0,"184,99",30,44.833333333333336,35
4965_GE,2020-09-01,2020-09-30,1279.0,"176,24",29,44.10344827586207,35
4965_GE,2020-10-01,2020-10-31,1307.0,"179,95",30,43.56666666666667,35
4965_GE,2020-11-01,2020-11-30,1256.0,"166,39",29,43.310344827586206,35
4966_GE,2018-01-01,2018-01-31,634.0,"82,39",30,21.133333333333333,35
4966_GE,2018-02-01,2018-02-28,582.0,"76,12",27,21.555555555555557,35
4966_GE,2018-03-01,2018-03-31,639.0,"82,99",30,21.3,35
4966_GE,2018-04-01,2018-04-30,631.0,"82,03",29,21.75862068965517,35
4966_GE,2018-05-01,2018-05-31,678.0,"87,69",30,22.6,35
4966_GE,2018-06-01,2018-06-30,657.0,"85,16",29,22.655172413793103,35
4966_GE,2018-07-01,2018-07-31,697.0,"90,03",30,23.233333333333334,35
4966_GE,2018-08-01,2018-08-31,730.0,"94,00",30,24.333333333333332,35
4966_GE,2018-09-01,2018-09-30,646.0,"84,39",29,22.275862068965516,35
4966_GE,2018-10-01,2018-10-31,652.0,"85,11",30,21.733333333333334,35
4966_GE,2018-11-01,2018-11-30,666.0,"86,81",29,22.96551724137931,35
4966_GE,2018-12-01,2018-12-31,699.0,"90,82",30,23.3,35
4966_GE,2019-01-01,2019-01-31,721.0,"102,42",30,24.033333333333335,35
4966_GE,2019-02-01,2019-02-28,616.0,"88,39",27,22.814814814814813,35
4966_GE,2019-03-01,2019-03-31,671.0,"95,74",30,22.366666666666667,35
4966_GE,2019-04-01,2019-04-30,671.0,"95,74",29,23.137931034482758,35
4966_GE,2019-05-01,2019-05-31,696.0,"99,08",30,23.2,35
4966_GE,2019-06-01,2019-06-30,804.0,"113,51",29,27.724137931034484,35
4966_GE,2019-07-01,2019-07-31,776.0,"109,77",30,25.866666666666667,35
4966_GE,2019-08-01,2019-08-31,788.0,"111,37",30,26.266666666666666,35
4966_GE,2019-09-01,2019-09-30,714.0,"101,48",29,24.620689655172413,35
4966_GE,2019-10-01,2019-10-31,718.0,"102,02",30,23.933333333333334,35
4966_GE,2019-11-01,2019-11-30,682.0,"97,21",29,23.517241379310345,35
4966_GE,2019-12-01,2019-12-31,714.0,"101,48",30,23.8,35
4966_GE,2020-01-01,2020-01-31,726.0,"102,99",30,24.2,35
4966_GE,2020-02-01,2020-02-29,641.0,"91,73",28,22.892857142857142,35
4966_GE,2020-03-01,2020-03-31,686.0,"97,69",30,22.866666666666667,35
4966_GE,2020-04-01,2020-04-30,668.0,"95,30",29,23.03448275862069,35
4966_GE,2020-05-01,2020-05-31,695.0,"98,88",30,23.166666666666668,35
4966_GE,2020-06-01,2020-06-30,683.0,"97,29",29,23.551724137931036,35
4966_GE,2020-07-01,2020-07-31,1004.0,"139,81",30,33.46666666666667,35
4966_GE,2020-08-01,2020-08-31,1589.0,"217,31",30,52.96666666666667,35
4966_GE,2020-09-01,2020-09-30,1589.0,"217,31",29,54.793103448275865,35
4966_GE,2020-10-01,2020-10-31,1889.0,"257,05",30,62.96666666666667,35
4966_GE,2020-11-01,2020-11-30,1701.0,"225,34",29,58.6551724137931,35
4967_GE,2018-01-01,2018-01-31,967.0,"122,51",30,32.233333333333334,35
4967_GE,2018-02-01,2018-02-28,875.0,"111,42",27,32.407407407407405,35
4967_GE,2018-03-01,2018-03-31,962.0,"121,91",30,32.06666666666667,35
4967_GE,2018-04-01,2018-04-30,945.0,"119,86",29,32.58620689655172,35
4967_GE,2018-05-01,2018-05-31,985.0,"124,68",30,32.833333333333336,35
4967_GE,2018-06-01,2018-06-30,957.0,"121,30",29,33.0,35
4967_GE,2018-07-01,2018-07-31,1005.0,"127,16",30,33.5,35
4967_GE,2018-08-01,2018-08-31,1020.0,"128,97",30,34.0,35
4967_GE,2018-09-01,2018-09-30,961.0,"122,61",29,33.13793103448276,35
4967_GE,2018-10-01,2018-10-31,980.0,"124,91",30,32.666666666666664,35
4967_GE,2018-11-01,2018-11-30,941.0,"120,18",29,32.44827586206897,35
4967_GE,2018-12-01,2018-12-31,973.0,"124,06",30,32.43333333333333,35
4967_GE,2019-01-01,2019-01-31,975.0,"136,35",30,32.5,35
4967_GE,2019-02-01,2019-02-28,884.0,"124,20",27,32.74074074074074,35
4967_GE,2019-03-01,2019-03-31,972.0,"135,95",30,32.4,35
4967_GE,2019-04-01,2019-04-30,943.0,"132,08",29,32.51724137931034,35
4967_GE,2019-05-01,2019-05-31,979.0,"136,89",30,32.63333333333333,35
4967_GE,2019-06-01,2019-06-30,978.0,"136,76",29,33.724137931034484,35
4967_GE,2019-07-01,2019-07-31,1007.0,"140,63",30,33.56666666666667,35
4967_GE,2019-08-01,2019-08-31,1021.0,"142,50",30,34.03333333333333,35
4967_GE,2019-09-01,2019-09-30,956.0,"133,82",29,32.96551724137931,35
4967_GE,2019-10-01,2019-10-31,1004.0,"140,23",30,33.46666666666667,35
4967_GE,2019-11-01,2019-11-30,949.0,"132,88",29,32.724137931034484,35
4967_GE,2019-12-01,2019-12-31,982.0,"137,29",30,32.733333333333334,35
4967_GE,2020-01-01,2020-01-31,984.0,"137,16",30,32.8,35
4967_GE,2020-02-01,2020-02-29,927.0,"129,61",28,33.107142857142854,35
4967_GE,2020-03-01,2020-03-31,985.0,"137,30",30,32.833333333333336,35
4967_GE,2020-04-01,2020-04-30,954.0,"133,19",29,32.89655172413793,35
4967_GE,2020-05-01,2020-05-31,990.0,"137,96",30,33.0,35
4967_GE,2020-06-01,2020-06-30,980.0,"136,63",29,33.793103448275865,35
4967_GE,2020-07-01,2020-07-31,1025.0,"142,60",30,34.166666666666664,35
4967_GE,2020-08-01,2020-08-31,1222.0,"168,69",30,40.733333333333334,35
4967_GE,2020-09-01,2020-09-30,1192.0,"164,72",29,41.10344827586207,35
4967_GE,2020-10-01,2020-10-31,1214.0,"167,63",30,40.46666666666667,35
4967_GE,2020-11-01,2020-11-30,1167.0,"154,60",29,40.241379310344826,35
4968_GE,2018-01-01,2018-12-31,27282.0,"3 583,20",364,74.95054945054945,24
4968_GE,2019-01-01,2019-01-31,2378.0,"342,52",30,79.26666666666667,24
4968_GE,2019-02-01,2019-02-28,2153.0,"311,98",27,79.74074074074075,24
4968_GE,2019-03-01,2019-03-31,2373.0,"324,97",30,79.1,24
4968_GE,2019-04-01,2019-04-30,2295.0,"314,55",29,79.13793103448276,24
4968_GE,2019-05-01,2019-05-31,2400.0,"328,58",30,80.0,24
4968_GE,2019-06-01,2019-06-30,2367.0,"324,17",29,81.62068965517241,24
4968_GE,2019-07-01,2019-07-31,2439.0,"333,79",30,81.3,24
4968_GE,2019-08-01,2019-08-31,2450.0,"335,26",30,81.66666666666667,24
4968_GE,2019-09-01,2019-09-30,2343.0,"320,96",29,80.79310344827586,24
4968_GE,2019-10-01,2019-10-31,2456.0,"336,06",30,81.86666666666666,24
4968_GE,2019-11-01,2019-11-30,2421.0,"331,38",29,83.48275862068965,24
4968_GE,2019-12-01,2019-12-31,2502.0,"342,20",30,83.4,24
4968_GE,2020-01-01,2020-01-31,2501.0,"340,17",30,83.36666666666666,24
4968_GE,2020-02-01,2020-02-29,2344.0,"319,37",28,83.71428571428571,24
4968_GE,2020-03-01,2020-03-31,2516.0,"342,15",30,83.86666666666666,24
4968_GE,2020-04-01,2020-04-30,2440.0,"332,09",29,84.13793103448276,24
4968_GE,2020-05-01,2020-05-31,2512.0,"341,62",30,83.73333333333333,24
4968_GE,2020-06-01,2020-06-30,2431.0,"330,89",29,83.82758620689656,24
4968_GE,2020-07-01,2020-07-31,2511.0,"341,49",30,83.7,24
4968_GE,2020-08-01,2020-08-31,2525.0,"343,35",30,84.16666666666667,24
4968_GE,2020-09-01,2020-09-30,2418.0,"329,17",29,83.37931034482759,24
4968_GE,2020-10-01,2020-10-31,2501.0,"340,17",30,83.36666666666666,24
4968_GE,2020-11-01,2020-11-30,2414.0,"328,64",29,83.24137931034483,24
